trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
185,False,"{'a': 0.5, 'e': 0.98974497124532}",30,0,-31.25747024856087,"{0: 23, 1: 3, 2: 4, 3: 0, 4: 0}",0
186,False,"{'a': 0.5, 'e': 0.9896333941531398}",25,0,-142.564838698932,"{0: 18, 1: 0, 2: 4, 3: 0, 4: 3}",0
187,False,"{'a': 0.5, 'e': 0.9895212165108712}",20,0,-144.97088585505193,"{0: 10, 1: 1, 2: 5, 3: 3, 4: 1}",0
188,False,"{'a': 0.5, 'e': 0.9894084383865885}",20,0,-58.746360398576044,"{0: 12, 1: 3, 2: 4, 3: 1, 4: 0}",0
189,False,"{'a': 0.5, 'e': 0.9892950598487301}",20,0,-49.292328833608266,"{0: 12, 1: 4, 2: 4, 3: 0, 4: 0}",0
190,False,"{'a': 0.5, 'e': 0.9891810809660986}",25,0,-184.36134774125034,"{0: 15, 1: 3, 2: 3, 3: 0, 4: 4}",0
191,False,"{'a': 0.5, 'e': 0.989066501807861}",20,0,-134.0815054490176,"{0: 11, 1: 2, 2: 4, 3: 1, 4: 2}",0
192,False,"{'a': 0.5, 'e': 0.9889513224435488}",20,0,-70.10165714738673,"{0: 12, 1: 2, 2: 5, 3: 1, 4: 0}",0
193,False,"{'a': 0.5, 'e': 0.9888355429430575}",25,0,-158.5159821847098,"{0: 14, 1: 1, 2: 7, 3: 1, 4: 2}",0
194,False,"{'a': 0.5, 'e': 0.9887191633766468}",25,1,-100.35665176231623,"{0: 15, 1: 0, 2: 8, 3: 0, 4: 1}",1
195,False,"{'a': 0.5, 'e': 0.9886021838149407}",20,2,-114.01843739714893,"{0: 11, 1: 2, 2: 2, 3: 1, 4: 2}",1
196,False,"{'a': 0.5, 'e': 0.988484604328927}",20,0,-122.19163116506755,"{0: 12, 1: 0, 2: 5, 3: 2, 4: 1}",0
197,False,"{'a': 0.5, 'e': 0.9883664249899579}",20,0,-90.58692170631079,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
198,False,"{'a': 0.5, 'e': 0.9882476458697494}",20,0,-100.092764035525,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
199,False,"{'a': 0.5, 'e': 0.9881282670403816}",20,0,-144.68994066493926,"{0: 12, 1: 2, 2: 3, 3: 0, 4: 3}",0
200,False,"{'a': 0.5, 'e': 0.9880082885742985}",20,0,-48.131651163044346,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
201,False,"{'a': 0.5, 'e': 0.9878877105443077}",20,0,-43.94978480749813,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
202,False,"{'a': 0.5, 'e': 0.9877665330235812}",25,0,-131.53815582981767,"{0: 15, 1: 2, 2: 6, 3: 0, 4: 2}",0
203,False,"{'a': 0.5, 'e': 0.9876447560856543}",30,0,-101.11356953564865,"{0: 20, 1: 2, 2: 7, 3: 0, 4: 1}",0
204,False,"{'a': 0.5, 'e': 0.9875223798044263}",35,0,-242.69350738400078,"{0: 17, 1: 8, 2: 6, 3: 0, 4: 4}",0
205,False,"{'a': 0.5, 'e': 0.9873994042541601}",25,0,-155.17512058649217,"{0: 13, 1: 2, 2: 8, 3: 0, 4: 2}",0
206,False,"{'a': 0.5, 'e': 0.9872758295094822}",20,0,-175.9397693531494,"{0: 12, 1: 2, 2: 2, 3: 0, 4: 4}",0
207,False,"{'a': 0.5, 'e': 0.9871516556453831}",30,0,-215.62231157264753,"{0: 15, 1: 4, 2: 7, 3: 1, 4: 3}",0
208,False,"{'a': 0.5, 'e': 0.9870268827372164}",30,0,-117.96755088499242,"{0: 19, 1: 2, 2: 7, 3: 1, 4: 1}",0
209,False,"{'a': 0.5, 'e': 0.9869015108606994}",25,0,-49.18508449711129,"{0: 18, 1: 2, 2: 4, 3: 1, 4: 0}",0
210,False,"{'a': 0.5, 'e': 0.986775540091913}",25,0,-10.538244368052268,"{0: 21, 1: 0, 2: 4, 3: 0, 4: 0}",0
211,False,"{'a': 0.5, 'e': 0.9866489705073014}",25,0,-141.13934398393732,"{0: 14, 1: 3, 2: 4, 3: 3, 4: 1}",0
212,False,"{'a': 0.5, 'e': 0.986521802183672}",30,0,-145.73377475546346,"{0: 20, 1: 3, 2: 3, 3: 2, 4: 2}",0
213,False,"{'a': 0.5, 'e': 0.986394035198196}",25,0,-65.6521615241007,"{0: 17, 1: 1, 2: 6, 3: 1, 4: 0}",0
214,False,"{'a': 0.5, 'e': 0.9862656696284076}",20,0,-129.90327274417223,"{0: 11, 1: 2, 2: 5, 3: 0, 4: 2}",0
215,False,"{'a': 0.5, 'e': 0.9861367055522042}",20,0,-59.84108499107667,"{0: 12, 1: 0, 2: 8, 3: 0, 4: 0}",0
216,False,"{'a': 0.5, 'e': 0.9860071430478465}",25,8,-80.28226148220706,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 2}",1
217,False,"{'a': 0.5, 'e': 0.9858769821939585}",20,0,-92.57078271889468,"{0: 11, 1: 5, 2: 2, 3: 1, 4: 1}",0
218,False,"{'a': 0.5, 'e': 0.9857462230695269}",20,0,-123.31924771164476,"{0: 10, 1: 2, 2: 6, 3: 1, 4: 1}",0
219,False,"{'a': 0.5, 'e': 0.9856148657539018}",20,0,-79.2628938183503,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
220,False,"{'a': 0.5, 'e': 0.9854829103267961}",35,0,-129.56516783609092,"{0: 24, 1: 1, 2: 7, 3: 2, 4: 1}",0
221,False,"{'a': 0.5, 'e': 0.985350356868286}",25,0,-60.483427653365695,"{0: 17, 1: 1, 2: 7, 3: 0, 4: 0}",0
222,False,"{'a': 0.5, 'e': 0.9852172054588102}",25,0,-102.16075733239047,"{0: 14, 1: 4, 2: 4, 3: 3, 4: 0}",0
223,False,"{'a': 0.5, 'e': 0.9850834561791705}",20,0,-147.7535715519083,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 3}",0
224,False,"{'a': 0.5, 'e': 0.9849491091105314}",25,0,-105.8055459571062,"{0: 18, 1: 1, 2: 4, 3: 0, 4: 2}",0
225,False,"{'a': 0.5, 'e': 0.98481416433442}",20,0,-61.933104341895984,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",0
226,False,"{'a': 0.5, 'e': 0.9846786219327267}",20,6,-77.33203892929978,"{0: 9, 1: 0, 2: 3, 3: 1, 4: 1}",1
227,False,"{'a': 0.5, 'e': 0.984542481987704}",25,0,-169.26896728136913,"{0: 15, 1: 2, 2: 4, 3: 1, 4: 3}",0
228,False,"{'a': 0.5, 'e': 0.9844057445819672}",30,0,-226.3154596058369,"{0: 17, 1: 4, 2: 4, 3: 1, 4: 4}",0
229,False,"{'a': 0.5, 'e': 0.9842684097984941}",25,0,-148.0386988671463,"{0: 14, 1: 2, 2: 6, 3: 1, 4: 2}",0
230,False,"{'a': 0.5, 'e': 0.9841304777206251}",20,0,-107.33502854155212,"{0: 12, 1: 3, 2: 3, 3: 0, 4: 2}",0
231,False,"{'a': 0.5, 'e': 0.9839919484320632}",25,0,-123.408629489826,"{0: 17, 1: 2, 2: 3, 3: 1, 4: 2}",0
232,False,"{'a': 0.5, 'e': 0.9838528220168734}",20,0,-79.95375123578017,"{0: 11, 1: 4, 2: 3, 3: 2, 4: 0}",0
233,False,"{'a': 0.5, 'e': 0.9837130985594835}",30,15,-19.081143651689324,"{0: 12, 1: 0, 2: 2, 3: 1, 4: 0}",1
234,False,"{'a': 0.5, 'e': 0.9835727781446834}",20,0,-75.14532765691266,"{0: 13, 1: 0, 2: 5, 3: 2, 4: 0}",0
235,False,"{'a': 0.5, 'e': 0.9834318608576251}",25,0,-127.38232166123605,"{0: 18, 1: 1, 2: 3, 3: 0, 4: 3}",0
236,False,"{'a': 0.5, 'e': 0.9832903467838232}",20,6,4.89047748848585,"{0: 11, 1: 3, 2: 0, 3: 0, 4: 0}",1
237,False,"{'a': 0.5, 'e': 0.9831482360091541}",25,0,-156.11409940293237,"{0: 15, 1: 3, 2: 3, 3: 2, 4: 2}",0
238,False,"{'a': 0.5, 'e': 0.9830055286198565}",30,0,-153.4175009303275,"{0: 15, 1: 3, 2: 10, 3: 1, 4: 1}",0
239,False,"{'a': 0.5, 'e': 0.982862224702531}",25,0,-62.13327930533387,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
240,False,"{'a': 0.5, 'e': 0.9827183243441404}",20,0,-121.05670349487296,"{0: 11, 1: 3, 2: 4, 3: 0, 4: 2}",0
241,False,"{'a': 0.5, 'e': 0.9825738276320094}",20,0,-186.21352700695263,"{0: 13, 1: 0, 2: 2, 3: 1, 4: 4}",0
242,False,"{'a': 0.5, 'e': 0.9824287346538243}",20,0,-79.16456087411892,"{0: 12, 1: 0, 2: 7, 3: 1, 4: 0}",0
243,False,"{'a': 0.5, 'e': 0.9822830454976336}",35,0,-175.9547974995823,"{0: 21, 1: 4, 2: 6, 3: 2, 4: 2}",0
244,False,"{'a': 0.5, 'e': 0.9821367602518475}",20,0,-66.58384482738481,"{0: 12, 1: 2, 2: 5, 3: 1, 4: 0}",0
245,False,"{'a': 0.5, 'e': 0.9819898790052377}",25,0,-70.01389602923183,"{0: 17, 1: 4, 2: 3, 3: 0, 4: 1}",0
246,False,"{'a': 0.5, 'e': 0.9818424018469379}",25,0,-172.39896184674205,"{0: 14, 1: 2, 2: 4, 3: 3, 4: 2}",0
247,False,"{'a': 0.5, 'e': 0.9816943288664433}",25,0,-184.93631731259978,"{0: 14, 1: 0, 2: 8, 3: 0, 4: 3}",0
248,False,"{'a': 0.5, 'e': 0.9815456601536106}",30,0,-32.174888286652696,"{0: 25, 1: 1, 2: 3, 3: 1, 4: 0}",0
249,False,"{'a': 0.5, 'e': 0.981396395798658}",30,0,-173.86712954675218,"{0: 20, 1: 4, 2: 2, 3: 0, 4: 4}",0
250,False,"{'a': 0.5, 'e': 0.9812465358921654}",20,0,-16.510953438948643,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
251,False,"{'a': 0.5, 'e': 0.9810960805250738}",20,0,-123.51600397839931,"{0: 12, 1: 1, 2: 5, 3: 0, 4: 2}",0
252,False,"{'a': 0.5, 'e': 0.9809450297886856}",30,0,-306.71413359056004,"{0: 10, 1: 6, 2: 6, 3: 5, 4: 3}",0
253,False,"{'a': 0.5, 'e': 0.9807933837746647}",20,0,-158.88330795392676,"{0: 11, 1: 1, 2: 5, 3: 0, 4: 3}",0
254,False,"{'a': 0.5, 'e': 0.9806411425750362}",20,0,-129.67056149210217,"{0: 9, 1: 4, 2: 4, 3: 2, 4: 1}",0
255,False,"{'a': 0.5, 'e': 0.9804883062821862}",20,0,-83.18056358536178,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
256,False,"{'a': 0.5, 'e': 0.980334874988862}",20,12,-21.956612183536752,"{0: 5, 1: 0, 2: 3, 3: 0, 4: 0}",1
257,False,"{'a': 0.5, 'e': 0.9801808487881719}",20,0,-79.08155406484482,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
258,False,"{'a': 0.5, 'e': 0.9800262277735855}",20,0,-153.19277191063543,"{0: 12, 1: 0, 2: 5, 3: 0, 4: 3}",0
259,False,"{'a': 0.5, 'e': 0.9798710120389331}",20,0,-54.96322832527455,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",0
260,False,"{'a': 0.5, 'e': 0.9797152016784059}",20,5,-48.91858196670088,"{0: 10, 1: 1, 2: 2, 3: 2, 4: 0}",1
261,False,"{'a': 0.5, 'e': 0.9795587967865561}",20,0,-124.06359743761354,"{0: 13, 1: 0, 2: 4, 3: 1, 4: 2}",0
262,False,"{'a': 0.5, 'e': 0.9794017974582966}",20,0,-113.59566639638477,"{0: 9, 1: 3, 2: 7, 3: 0, 4: 1}",0
263,False,"{'a': 0.5, 'e': 0.9792442037889009}",20,0,-83.3283082262823,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
264,False,"{'a': 0.5, 'e': 0.9790860158740035}",30,3,-182.42748879258403,"{0: 17, 1: 4, 2: 1, 3: 1, 4: 4}",1
265,False,"{'a': 0.5, 'e': 0.978927233809599}",25,0,-177.68108566675846,"{0: 15, 1: 0, 2: 6, 3: 1, 4: 3}",0
266,False,"{'a': 0.5, 'e': 0.9787678576920432}",25,0,-219.33820600940462,"{0: 14, 1: 0, 2: 4, 3: 4, 4: 3}",0
267,False,"{'a': 0.5, 'e': 0.9786078876180518}",20,0,-30.645692652169227,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
268,False,"{'a': 0.5, 'e': 0.9784473236847014}",20,0,-77.48284543422841,"{0: 11, 1: 4, 2: 3, 3: 2, 4: 0}",0
269,False,"{'a': 0.5, 'e': 0.9782861659894286}",20,9,-15.187481427667327,"{0: 7, 1: 2, 2: 2, 3: 0, 4: 0}",1
270,False,"{'a': 0.5, 'e': 0.9781244146300306}",25,0,-148.93753463839562,"{0: 13, 1: 1, 2: 8, 3: 2, 4: 1}",0
271,False,"{'a': 0.5, 'e': 0.9779620697046648}",25,0,-184.3281837339483,"{0: 14, 1: 0, 2: 6, 3: 3, 4: 2}",1
272,False,"{'a': 0.5, 'e': 0.9777991313118486}",20,0,-82.16266703230433,"{0: 13, 1: 0, 2: 6, 3: 0, 4: 1}",0
273,False,"{'a': 0.5, 'e': 0.9776355995504598}",25,0,-105.22252396735396,"{0: 18, 1: 3, 2: 1, 3: 1, 4: 2}",0
274,False,"{'a': 0.5, 'e': 0.977471474519736}",20,0,-68.53147141189574,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
275,False,"{'a': 0.5, 'e': 0.9773067563192752}",20,0,-104.94941278177093,"{0: 10, 1: 3, 2: 4, 3: 3, 4: 0}",0
276,False,"{'a': 0.5, 'e': 0.9771414450490351}",20,0,-53.34036950196065,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
277,False,"{'a': 0.5, 'e': 0.9769755408093334}",30,0,-130.53475164270736,"{0: 20, 1: 3, 2: 4, 3: 1, 4: 2}",0
278,False,"{'a': 0.5, 'e': 0.9768090437008474}",25,0,-221.87024329200855,"{0: 11, 1: 2, 2: 7, 3: 2, 4: 3}",0
279,False,"{'a': 0.5, 'e': 0.9766419538246146}",25,0,-129.99424898814794,"{0: 15, 1: 3, 2: 5, 3: 0, 4: 2}",0
280,False,"{'a': 0.5, 'e': 0.9764742712820318}",30,0,-61.070542329716496,"{0: 22, 1: 2, 2: 4, 3: 2, 4: 0}",0
281,False,"{'a': 0.5, 'e': 0.9763059961748557}",20,0,-48.09115187271408,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
282,False,"{'a': 0.5, 'e': 0.9761371286052025}",25,0,-82.5012150506001,"{0: 16, 1: 2, 2: 5, 3: 2, 4: 0}",0
283,False,"{'a': 0.5, 'e': 0.9759676686755481}",20,0,-68.85833955683027,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
284,False,"{'a': 0.5, 'e': 0.9757976164887275}",20,0,-187.8119649009243,"{0: 10, 1: 2, 2: 3, 3: 2, 4: 3}",0
285,False,"{'a': 0.5, 'e': 0.9756269721479356}",25,0,-92.53602642764059,"{0: 17, 1: 1, 2: 5, 3: 1, 4: 1}",0
286,False,"{'a': 0.5, 'e': 0.9754557357567262}",20,0,-94.39685571453143,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
287,False,"{'a': 0.5, 'e': 0.9752839074190125}",25,0,-95.14068379637429,"{0: 15, 1: 2, 2: 7, 3: 0, 4: 1}",0
288,False,"{'a': 0.5, 'e': 0.9751114872390672}",20,2,-143.15023055526893,"{0: 11, 1: 0, 2: 4, 3: 0, 4: 3}",1
289,False,"{'a': 0.5, 'e': 0.9749384753215217}",25,0,-33.938400725560726,"{0: 19, 1: 1, 2: 5, 3: 0, 4: 0}",0
290,False,"{'a': 0.5, 'e': 0.9747648717713668}",30,13,-71.15887959880703,"{0: 11, 1: 1, 2: 4, 3: 0, 4: 1}",1
291,False,"{'a': 0.5, 'e': 0.9745906766939523}",20,0,-18.552468679861843,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
292,False,"{'a': 0.5, 'e': 0.9744158901949869}",20,0,-6.98768685502438,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
293,False,"{'a': 0.5, 'e': 0.9742405123805381}",25,0,-149.5649771769791,"{0: 14, 1: 4, 2: 4, 3: 1, 4: 2}",0
294,False,"{'a': 0.5, 'e': 0.9740645433570325}",20,0,-73.56290140620952,"{0: 13, 1: 0, 2: 5, 3: 2, 4: 0}",0
295,False,"{'a': 0.5, 'e': 0.9738879832312552}",25,0,-203.56035075793582,"{0: 15, 1: 0, 2: 4, 3: 3, 4: 3}",0
296,False,"{'a': 0.5, 'e': 0.9737108321103501}",30,18,-34.52968061299371,"{0: 7, 1: 1, 2: 4, 3: 0, 4: 0}",1
297,False,"{'a': 0.5, 'e': 0.97353309010182}",30,0,-220.77780661818937,"{0: 16, 1: 3, 2: 7, 3: 0, 4: 4}",0
298,False,"{'a': 0.5, 'e': 0.9733547573135257}",20,4,-55.786145793196816,"{0: 10, 1: 2, 2: 2, 3: 2, 4: 0}",1
299,False,"{'a': 0.5, 'e': 0.973175833853687}",20,0,-94.13591595993084,"{0: 13, 1: 3, 2: 1, 3: 2, 4: 1}",0
300,False,"{'a': 0.5, 'e': 0.972996319830882}",30,0,-132.26910668832588,"{0: 20, 1: 3, 2: 4, 3: 1, 4: 2}",0
301,False,"{'a': 0.5, 'e': 0.9728162153540472}",20,0,-108.39347893824582,"{0: 10, 1: 4, 2: 4, 3: 1, 4: 1}",0
302,False,"{'a': 0.5, 'e': 0.9726355205324771}",25,0,-172.1044566302463,"{0: 13, 1: 4, 2: 5, 3: 0, 4: 3}",0
303,False,"{'a': 0.5, 'e': 0.9724542354758251}",25,0,-191.46976371678042,"{0: 14, 1: 3, 2: 3, 3: 2, 4: 3}",0
304,False,"{'a': 0.5, 'e': 0.9722723602941022}",25,0,-141.99081566802616,"{0: 15, 1: 1, 2: 6, 3: 1, 4: 2}",0
305,False,"{'a': 0.5, 'e': 0.9720898950976777}",25,0,-40.460017079184674,"{0: 18, 1: 2, 2: 5, 3: 0, 4: 0}",0
306,False,"{'a': 0.5, 'e': 0.9719068399972791}",25,0,-160.73495100291277,"{0: 14, 1: 5, 2: 3, 3: 0, 4: 3}",0
307,False,"{'a': 0.5, 'e': 0.9717231951039916}",25,0,-100.68882388081708,"{0: 16, 1: 2, 2: 5, 3: 1, 4: 1}",0
308,False,"{'a': 0.5, 'e': 0.9715389605292585}",25,0,-107.95719449683517,"{0: 15, 1: 1, 2: 6, 3: 3, 4: 0}",0
309,False,"{'a': 0.5, 'e': 0.9713541363848808}",20,0,-38.026300520725215,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
310,False,"{'a': 0.5, 'e': 0.9711687227830175}",25,0,-92.64964526693589,"{0: 20, 1: 1, 2: 1, 3: 1, 4: 2}",0
311,False,"{'a': 0.5, 'e': 0.970982719836185}",25,12,-16.63767176925993,"{0: 9, 1: 2, 2: 2, 3: 0, 4: 0}",1
312,False,"{'a': 0.5, 'e': 0.9707961276572576}",20,0,-46.576769277649404,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
313,False,"{'a': 0.5, 'e': 0.9706089463594673}",20,8,-65.78687315415627,"{0: 7, 1: 0, 2: 4, 3: 0, 4: 1}",1
314,False,"{'a': 0.5, 'e': 0.970421176056403}",20,0,-143.0855511398076,"{0: 10, 1: 0, 2: 6, 3: 3, 4: 1}",0
315,False,"{'a': 0.5, 'e': 0.9702328168620116}",25,0,-153.19736454491886,"{0: 14, 1: 3, 2: 5, 3: 1, 4: 2}",0
316,False,"{'a': 0.5, 'e': 0.9700438688905971}",20,0,-193.07815426496757,"{0: 6, 1: 2, 2: 7, 3: 4, 4: 1}",0
317,False,"{'a': 0.5, 'e': 0.969854332256821}",25,0,-46.42475232888295,"{0: 19, 1: 2, 2: 2, 3: 2, 4: 0}",0
318,False,"{'a': 0.5, 'e': 0.9696642070757019}",25,3,-93.28513851197984,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 2}",1
319,False,"{'a': 0.5, 'e': 0.9694734934626154}",20,0,-99.33768034708329,"{0: 13, 1: 1, 2: 3, 3: 2, 4: 1}",0
320,False,"{'a': 0.5, 'e': 0.9692821915332943}",25,0,-173.51961131978203,"{0: 14, 1: 3, 2: 5, 3: 0, 4: 3}",0
321,False,"{'a': 0.5, 'e': 0.9690903014038287}",30,0,-179.18965015798014,"{0: 17, 1: 5, 2: 5, 3: 0, 4: 3}",0
322,False,"{'a': 0.5, 'e': 0.9688978231906652}",30,0,-133.37273818533262,"{0: 19, 1: 5, 2: 3, 3: 1, 4: 2}",0
323,False,"{'a': 0.5, 'e': 0.9687047570106074}",25,0,-365.1526973307969,"{0: 8, 1: 3, 2: 6, 3: 1, 4: 7}",0
324,False,"{'a': 0.5, 'e': 0.9685111029808161}",20,0,-53.65154499652011,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
325,False,"{'a': 0.5, 'e': 0.9683168612188081}",20,0,-117.89463370013073,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
326,False,"{'a': 0.5, 'e': 0.9681220318424575}",20,0,-103.16650647912961,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
327,False,"{'a': 0.5, 'e': 0.9679266149699947}",20,0,-133.8511694052951,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 3}",0
328,False,"{'a': 0.5, 'e': 0.9677306107200065}",20,5,-44.6454743438169,"{0: 10, 1: 0, 2: 4, 3: 1, 4: 0}",1
329,False,"{'a': 0.5, 'e': 0.9675340192114367}",25,0,-119.3017202660813,"{0: 16, 1: 2, 2: 5, 3: 0, 4: 2}",0
330,False,"{'a': 0.5, 'e': 0.9673368405635847}",25,0,-52.681150786008715,"{0: 17, 1: 4, 2: 3, 3: 1, 4: 0}",0
331,False,"{'a': 0.5, 'e': 0.9671390748961067}",20,1,-125.52143634553559,"{0: 8, 1: 1, 2: 7, 3: 3, 4: 0}",1
332,False,"{'a': 0.5, 'e': 0.9669407223290152}",25,0,-163.99791087815694,"{0: 15, 1: 3, 2: 4, 3: 0, 4: 3}",0
333,False,"{'a': 0.5, 'e': 0.9667417829826783}",30,0,-139.10326344757925,"{0: 17, 1: 4, 2: 6, 3: 2, 4: 1}",0
334,False,"{'a': 0.5, 'e': 0.9665422569778208}",25,0,-197.29865378515018,"{0: 15, 1: 1, 2: 3, 3: 3, 4: 3}",0
335,False,"{'a': 0.5, 'e': 0.9663421444355232}",20,0,-103.50977252999024,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 2}",0
336,False,"{'a': 0.5, 'e': 0.966141445477222}",25,0,-189.86168271081522,"{0: 11, 1: 6, 2: 5, 3: 0, 4: 3}",0
337,False,"{'a': 0.5, 'e': 0.9659401602247095}",20,0,-122.76578138392442,"{0: 14, 1: 0, 2: 2, 3: 2, 4: 2}",0
338,False,"{'a': 0.5, 'e': 0.9657382888001339}",20,0,-82.40239379020616,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
339,False,"{'a': 0.5, 'e': 0.9655358313259991}",30,0,-87.4577652594972,"{0: 22, 1: 3, 2: 2, 3: 2, 4: 1}",0
340,False,"{'a': 0.5, 'e': 0.9653327879251643}",25,0,-246.09970386372734,"{0: 12, 1: 3, 2: 3, 3: 3, 4: 4}",0
341,False,"{'a': 0.5, 'e': 0.9651291587208449}",30,6,-31.783006500615148,"{0: 19, 1: 1, 2: 3, 3: 1, 4: 0}",1
342,False,"{'a': 0.5, 'e': 0.9649249438366113}",25,0,-145.5168105906854,"{0: 14, 1: 2, 2: 7, 3: 0, 4: 2}",0
343,False,"{'a': 0.5, 'e': 0.9647201433963896}",20,0,-51.703353896876294,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
344,False,"{'a': 0.5, 'e': 0.9645147575244608}",25,0,-113.4931974584311,"{0: 15, 1: 3, 2: 4, 3: 2, 4: 1}",0
345,False,"{'a': 0.5, 'e': 0.9643087863454617}",35,0,-86.86095379363711,"{0: 26, 1: 2, 2: 5, 3: 1, 4: 1}",0
346,False,"{'a': 0.5, 'e': 0.9641022299843839}",20,0,-72.91579110974857,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
347,False,"{'a': 0.5, 'e': 0.9638950885665744}",30,0,-164.2412598343227,"{0: 17, 1: 1, 2: 10, 3: 0, 4: 2}",0
348,False,"{'a': 0.5, 'e': 0.963687362217735}",30,0,-120.51836707653071,"{0: 17, 1: 4, 2: 6, 3: 3, 4: 0}",0
349,False,"{'a': 0.5, 'e': 0.9634790510639226}",25,0,-223.59695761709614,"{0: 13, 1: 3, 2: 4, 3: 1, 4: 4}",0
350,False,"{'a': 0.5, 'e': 0.963270155231549}",30,0,-176.3373490012046,"{0: 19, 1: 1, 2: 7, 3: 0, 4: 3}",0
351,False,"{'a': 0.5, 'e': 0.9630606748473807}",20,0,-84.85357001614477,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
352,False,"{'a': 0.5, 'e': 0.9628506100385389}",25,0,-66.16037618482945,"{0: 18, 1: 3, 2: 3, 3: 0, 4: 1}",0
353,False,"{'a': 0.5, 'e': 0.9626399609324996}",25,0,-72.33331493185084,"{0: 15, 1: 2, 2: 8, 3: 0, 4: 0}",0
354,False,"{'a': 0.5, 'e': 0.9624287276570933}",25,0,-144.8351812917486,"{0: 16, 1: 1, 2: 4, 3: 2, 4: 2}",0
355,False,"{'a': 0.5, 'e': 0.962216910340505}",25,0,-112.13261351026496,"{0: 17, 1: 1, 2: 5, 3: 0, 4: 2}",0
356,False,"{'a': 0.5, 'e': 0.9620045091112743}",25,0,-73.03715801064561,"{0: 19, 1: 1, 2: 3, 3: 1, 4: 1}",0
357,False,"{'a': 0.5, 'e': 0.9617915240982947}",25,9,-129.26937645831623,"{0: 8, 1: 2, 2: 3, 3: 1, 4: 2}",1
358,False,"{'a': 0.5, 'e': 0.9615779554308144}",20,0,-181.34169003011354,"{0: 12, 1: 1, 2: 3, 3: 0, 4: 4}",1
359,False,"{'a': 0.5, 'e': 0.9613638032384354}",25,0,-199.42284957267185,"{0: 12, 1: 3, 2: 4, 3: 4, 4: 2}",0
360,False,"{'a': 0.5, 'e': 0.9611490676511143}",20,0,-141.86016989719545,"{0: 9, 1: 3, 2: 6, 3: 0, 4: 2}",0
361,False,"{'a': 0.5, 'e': 0.9609337487991614}",25,0,-131.80709049795172,"{0: 14, 1: 4, 2: 5, 3: 0, 4: 2}",0
362,False,"{'a': 0.5, 'e': 0.9607178468132408}",25,9,-9.617701472613692,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 0}",1
363,False,"{'a': 0.5, 'e': 0.9605013618243708}",25,0,-64.32221328604804,"{0: 18, 1: 4, 2: 2, 3: 0, 4: 1}",0
364,False,"{'a': 0.5, 'e': 0.9602842939639235}",30,0,-170.54636865704046,"{0: 18, 1: 2, 2: 6, 3: 2, 4: 2}",0
365,False,"{'a': 0.5, 'e': 0.9600666433636242}",25,0,-74.31246311566152,"{0: 17, 1: 2, 2: 4, 3: 2, 4: 0}",0
366,False,"{'a': 0.5, 'e': 0.9598484101555527}",20,0,-156.5112465639285,"{0: 9, 1: 3, 2: 5, 3: 1, 4: 2}",0
367,False,"{'a': 0.5, 'e': 0.9596295944721415}",25,0,-103.6728963185592,"{0: 16, 1: 1, 2: 4, 3: 4, 4: 0}",0
368,False,"{'a': 0.5, 'e': 0.959410196446177}",25,0,-148.2131053899795,"{0: 12, 1: 2, 2: 9, 3: 1, 4: 1}",0
